Driver	Source
BMERB1	results/evidence/TP53/transcriptomics/DEGs.tsv
ZMYM1	results/evidence/TP53/transcriptomics/DEGs.tsv
C3orf86	results/evidence/TP53/transcriptomics/DEGs.tsv
CCDC69	results/evidence/TP53/transcriptomics/DEGs.tsv
AC129507.3	results/evidence/TP53/transcriptomics/DEGs.tsv
MIR4653	results/evidence/TP53/transcriptomics/DEGs.tsv
COX16	results/evidence/TP53/transcriptomics/DEGs.tsv
FCER2	results/evidence/TP53/transcriptomics/DEGs.tsv
CABP7	results/evidence/TP53/transcriptomics/DEGs.tsv
TTI1	results/evidence/TP53/transcriptomics/DEGs.tsv
CD63	results/evidence/TP53/transcriptomics/DEGs.tsv
TCIM	results/evidence/TP53/transcriptomics/DEGs.tsv
TMEM9B	results/evidence/TP53/transcriptomics/DEGs.tsv
RPS23	results/evidence/TP53/transcriptomics/DEGs.tsv
TFF2	results/evidence/TP53/transcriptomics/DEGs.tsv
ASAH1	results/evidence/TP53/transcriptomics/DEGs.tsv
DUSP1	results/evidence/TP53/transcriptomics/DEGs.tsv
HIGD1B	results/evidence/TP53/transcriptomics/DEGs.tsv
AL024507.2	results/evidence/TP53/transcriptomics/DEGs.tsv
AC016877.3	results/evidence/TP53/transcriptomics/DEGs.tsv
CAT	results/evidence/TP53/transcriptomics/DEGs.tsv
SNX1	results/evidence/TP53/transcriptomics/DEGs.tsv
NUF2	results/evidence/TP53/transcriptomics/DEGs.tsv
AC106738.2	results/evidence/TP53/transcriptomics/DEGs.tsv
THG1L	results/evidence/TP53/transcriptomics/DEGs.tsv
CDIPTOSP	results/evidence/TP53/transcriptomics/DEGs.tsv
CENPF	results/evidence/TP53/transcriptomics/DEGs.tsv
RAD54B	results/evidence/TP53/transcriptomics/DEGs.tsv
ZGRF1	results/evidence/TP53/transcriptomics/DEGs.tsv
TSPAN11	results/evidence/TP53/transcriptomics/DEGs.tsv
GGH	results/evidence/TP53/transcriptomics/DEGs.tsv
HSF2BP	results/evidence/TP53/transcriptomics/DEGs.tsv
YKT6	results/evidence/TP53/transcriptomics/DEGs.tsv
CASP2	results/evidence/TP53/transcriptomics/DEGs.tsv
GCM1	results/evidence/TP53/transcriptomics/DEGs.tsv
EFHD1	results/evidence/TP53/transcriptomics/DEGs.tsv
AL118508.1	results/evidence/TP53/transcriptomics/DEGs.tsv
ASPM	results/evidence/TP53/transcriptomics/DEGs.tsv
FAM3D	results/evidence/TP53/transcriptomics/DEGs.tsv
TAF6	results/evidence/TP53/transcriptomics/DEGs.tsv
GRIK5	results/evidence/TP53/transcriptomics/DEGs.tsv
C5orf22	results/evidence/TP53/transcriptomics/DEGs.tsv
FXYD4	results/evidence/TP53/transcriptomics/DEGs.tsv
UBE2T	results/evidence/TP53/transcriptomics/DEGs.tsv
ZNF667	results/evidence/TP53/transcriptomics/DEGs.tsv
AL355574.1	results/evidence/TP53/transcriptomics/DEGs.tsv
NRCAM	results/evidence/TP53/transcriptomics/DEGs.tsv
DNAJC2	results/evidence/TP53/transcriptomics/DEGs.tsv
IRX1	results/evidence/TP53/transcriptomics/DEGs.tsv
SLC35A3	results/evidence/TP53/transcriptomics/DEGs.tsv
BPIFA1	results/evidence/TP53/transcriptomics/DEGs.tsv
CLEC3B	results/evidence/TP53/transcriptomics/DEGs.tsv
IVD	results/evidence/TP53/transcriptomics/DEGs.tsv
BNIP3P11	results/evidence/TP53/transcriptomics/DEGs.tsv
FANCC	results/evidence/TP53/transcriptomics/DEGs.tsv
AC021087.3	results/evidence/TP53/transcriptomics/DEGs.tsv
ZWINT	results/evidence/TP53/transcriptomics/DEGs.tsv
PDAP1	results/evidence/TP53/transcriptomics/DEGs.tsv
SLC37A3	results/evidence/TP53/transcriptomics/DEGs.tsv
AC022211.2	results/evidence/TP53/transcriptomics/DEGs.tsv
FANCI	results/evidence/TP53/transcriptomics/DEGs.tsv
LEPR	results/evidence/TP53/transcriptomics/DEGs.tsv
TRIO	results/evidence/TP53/transcriptomics/DEGs.tsv
ATP1B2	results/evidence/TP53/transcriptomics/DEGs.tsv
BTNL9	results/evidence/TP53/transcriptomics/DEGs.tsv
AP000251.1	results/evidence/TP53/transcriptomics/DEGs.tsv
MYT1	results/evidence/TP53/transcriptomics/DEGs.tsv
DHRS2	results/evidence/TP53/transcriptomics/DEGs.tsv
GPR137C	results/evidence/TP53/transcriptomics/DEGs.tsv
DROSHA	results/evidence/TP53/transcriptomics/DEGs.tsv
MED10	results/evidence/TP53/transcriptomics/DEGs.tsv
AC019257.1	results/evidence/TP53/transcriptomics/DEGs.tsv
IL12RB2	results/evidence/TP53/transcriptomics/DEGs.tsv
SLC25A13	results/evidence/TP53/transcriptomics/DEGs.tsv
LINC02321	results/evidence/TP53/transcriptomics/DEGs.tsv
FBXO45	results/evidence/TP53/transcriptomics/DEGs.tsv
AC114810.1	results/evidence/TP53/transcriptomics/DEGs.tsv
AMZ1	results/evidence/TP53/transcriptomics/DEGs.tsv
DDB2	results/evidence/TP53/transcriptomics/DEGs.tsv
CHAF1A	results/evidence/TP53/transcriptomics/DEGs.tsv
POLA2	results/evidence/TP53/transcriptomics/DEGs.tsv
TNPO3	results/evidence/TP53/transcriptomics/DEGs.tsv
AC009237.3	results/evidence/TP53/transcriptomics/DEGs.tsv
AL513548.4	results/evidence/TP53/transcriptomics/DEGs.tsv
LINC01750	results/evidence/TP53/transcriptomics/DEGs.tsv
HELLPAR	results/evidence/TP53/transcriptomics/DEGs.tsv
CAMK2N2	results/evidence/TP53/transcriptomics/DEGs.tsv
XPC	results/evidence/TP53/transcriptomics/DEGs.tsv
CHAF1B	results/evidence/TP53/transcriptomics/DEGs.tsv
CSRNP1	results/evidence/TP53/transcriptomics/DEGs.tsv
SLPI	results/evidence/TP53/transcriptomics/DEGs.tsv
ZDHHC18	results/evidence/TP53/transcriptomics/DEGs.tsv
DDX25	results/evidence/TP53/transcriptomics/DEGs.tsv
GPR19	results/evidence/TP53/transcriptomics/DEGs.tsv
MYO18B	results/evidence/TP53/transcriptomics/DEGs.tsv
TPT1	results/evidence/TP53/transcriptomics/DEGs.tsv
SLC51B	results/evidence/TP53/transcriptomics/DEGs.tsv
FAM72A	results/evidence/TP53/transcriptomics/DEGs.tsv
MYO19	results/evidence/TP53/transcriptomics/DEGs.tsv
KLF15	results/evidence/TP53/transcriptomics/DEGs.tsv
SPINDOC	results/evidence/TP53/transcriptomics/DEGs.tsv
MSH2	results/evidence/TP53/transcriptomics/DEGs.tsv
C8orf34-AS1	results/evidence/TP53/transcriptomics/DEGs.tsv
SETBP1-DT	results/evidence/TP53/transcriptomics/DEGs.tsv
SNED1	results/evidence/TP53/transcriptomics/DEGs.tsv
PCBD2	results/evidence/TP53/transcriptomics/DEGs.tsv
NEK2	results/evidence/TP53/transcriptomics/DEGs.tsv
HAR1B	results/evidence/TP53/transcriptomics/DEGs.tsv
VOPP1	results/evidence/TP53/transcriptomics/DEGs.tsv
ELMO1	results/evidence/TP53/transcriptomics/DEGs.tsv
NRAS	results/evidence/TP53/transcriptomics/DEGs.tsv
CEROX1	results/evidence/TP53/transcriptomics/DEGs.tsv
AC025682.1	results/evidence/TP53/transcriptomics/DEGs.tsv
CALU	results/evidence/TP53/transcriptomics/DEGs.tsv
SCGB3A1	results/evidence/TP53/transcriptomics/DEGs.tsv
CHGA	results/evidence/TP53/transcriptomics/DEGs.tsv
AC015849.5	results/evidence/TP53/transcriptomics/DEGs.tsv
NAA40	results/evidence/TP53/transcriptomics/DEGs.tsv
EDNRB	results/evidence/TP53/transcriptomics/DEGs.tsv
RAI2	results/evidence/TP53/transcriptomics/DEGs.tsv
VSIG2	results/evidence/TP53/transcriptomics/DEGs.tsv
CLDN2	results/evidence/TP53/transcriptomics/DEGs.tsv
CREBL2	results/evidence/TP53/transcriptomics/DEGs.tsv
ZEB1-AS1	results/evidence/TP53/transcriptomics/DEGs.tsv
MAD2L1	results/evidence/TP53/transcriptomics/DEGs.tsv
CYP4B1	results/evidence/TP53/transcriptomics/DEGs.tsv
DMC1	results/evidence/TP53/transcriptomics/DEGs.tsv
TROAP	results/evidence/TP53/transcriptomics/DEGs.tsv
VPS36	results/evidence/TP53/transcriptomics/DEGs.tsv
RGS9	results/evidence/TP53/transcriptomics/DEGs.tsv
SKA1	results/evidence/TP53/transcriptomics/DEGs.tsv
AC112907.2	results/evidence/TP53/transcriptomics/DEGs.tsv
BUB1B	results/evidence/TP53/transcriptomics/DEGs.tsv
LMF1	results/evidence/TP53/transcriptomics/DEGs.tsv
NEDD4L	results/evidence/TP53/transcriptomics/DEGs.tsv
BORA	results/evidence/TP53/transcriptomics/DEGs.tsv
AC023421.1	results/evidence/TP53/transcriptomics/DEGs.tsv
ACOX2	results/evidence/TP53/transcriptomics/DEGs.tsv
AL109918.1	results/evidence/TP53/transcriptomics/DEGs.tsv
STARD3	results/evidence/TP53/transcriptomics/DEGs.tsv
DTWD2	results/evidence/TP53/transcriptomics/DEGs.tsv
AL009177.1	results/evidence/TP53/transcriptomics/DEGs.tsv
GTSF1	results/evidence/TP53/transcriptomics/DEGs.tsv
OTUD7A	results/evidence/TP53/transcriptomics/DEGs.tsv
FBXW4	results/evidence/TP53/transcriptomics/DEGs.tsv
RECQL4	results/evidence/TP53/transcriptomics/DEGs.tsv
AC092354.2	results/evidence/TP53/transcriptomics/DEGs.tsv
DLC1	results/evidence/TP53/transcriptomics/DEGs.tsv
ARPC1A	results/evidence/TP53/transcriptomics/DEGs.tsv
LINC00958	results/evidence/TP53/transcriptomics/DEGs.tsv
LINC02289	results/evidence/TP53/transcriptomics/DEGs.tsv
INMT	results/evidence/TP53/transcriptomics/DEGs.tsv
DTL	results/evidence/TP53/transcriptomics/DEGs.tsv
MYBL1	results/evidence/TP53/transcriptomics/DEGs.tsv
TSC22D2	results/evidence/TP53/transcriptomics/DEGs.tsv
MARF1	results/evidence/TP53/transcriptomics/DEGs.tsv
C1orf52	results/evidence/TP53/transcriptomics/DEGs.tsv
ATP6V0E2-AS1	results/evidence/TP53/transcriptomics/DEGs.tsv
KIF11	results/evidence/TP53/transcriptomics/DEGs.tsv
C6orf120	results/evidence/TP53/transcriptomics/DEGs.tsv
BPIFB4	results/evidence/TP53/transcriptomics/DEGs.tsv
SLC16A4	results/evidence/TP53/transcriptomics/DEGs.tsv
PLA2G2A	results/evidence/TP53/transcriptomics/DEGs.tsv
FBXO38	results/evidence/TP53/transcriptomics/DEGs.tsv
ALDH3A2	results/evidence/TP53/transcriptomics/DEGs.tsv
C11orf16	results/evidence/TP53/transcriptomics/DEGs.tsv
GTSE1	results/evidence/TP53/transcriptomics/DEGs.tsv
EED	results/evidence/TP53/transcriptomics/DEGs.tsv
RERGL	results/evidence/TP53/transcriptomics/DEGs.tsv
MIR22HG	results/evidence/TP53/transcriptomics/DEGs.tsv
ISCU	results/evidence/TP53/transcriptomics/DEGs.tsv
BIRC5	results/evidence/TP53/transcriptomics/DEGs.tsv
SLC16A12	results/evidence/TP53/transcriptomics/DEGs.tsv
AGA	results/evidence/TP53/transcriptomics/DEGs.tsv
HIF1A-AS3	results/evidence/TP53/transcriptomics/DEGs.tsv
AC069499.1	results/evidence/TP53/transcriptomics/DEGs.tsv
ZNF93	results/evidence/TP53/transcriptomics/DEGs.tsv
FLJ42969	results/evidence/TP53/transcriptomics/DEGs.tsv
MFSD2A	results/evidence/TP53/transcriptomics/DEGs.tsv
CDK1	results/evidence/TP53/transcriptomics/DEGs.tsv
EMC3-AS1	results/evidence/TP53/transcriptomics/DEGs.tsv
LINC02688	results/evidence/TP53/transcriptomics/DEGs.tsv
SEPTIN3	results/evidence/TP53/transcriptomics/DEGs.tsv
AC114956.2	results/evidence/TP53/transcriptomics/DEGs.tsv
MINAR1	results/evidence/TP53/transcriptomics/DEGs.tsv
AC021087.2	results/evidence/TP53/transcriptomics/DEGs.tsv
RPS2P32	results/evidence/TP53/transcriptomics/DEGs.tsv
GFRA1	results/evidence/TP53/transcriptomics/DEGs.tsv
AC067930.9	results/evidence/TP53/transcriptomics/DEGs.tsv
ADAM17	results/evidence/TP53/transcriptomics/DEGs.tsv
NCAPG	results/evidence/TP53/transcriptomics/DEGs.tsv
TK1	results/evidence/TP53/transcriptomics/DEGs.tsv
KIF14	results/evidence/TP53/transcriptomics/DEGs.tsv
TTPAL	results/evidence/TP53/transcriptomics/DEGs.tsv
ZYG11A	results/evidence/TP53/transcriptomics/DEGs.tsv
MCM3	results/evidence/TP53/transcriptomics/DEGs.tsv
SEPTIN4	results/evidence/TP53/transcriptomics/DEGs.tsv
TCAM1P	results/evidence/TP53/transcriptomics/DEGs.tsv
TFR2	results/evidence/TP53/transcriptomics/DEGs.tsv
SERPINF2	results/evidence/TP53/transcriptomics/DEGs.tsv
CENPL	results/evidence/TP53/transcriptomics/DEGs.tsv
SERPINA1	results/evidence/TP53/transcriptomics/DEGs.tsv
C8orf34	results/evidence/TP53/transcriptomics/DEGs.tsv
ATP1B1	results/evidence/TP53/transcriptomics/DEGs.tsv
MSLN	results/evidence/TP53/transcriptomics/DEGs.tsv
RHOB	results/evidence/TP53/transcriptomics/DEGs.tsv
SOX8	results/evidence/TP53/transcriptomics/DEGs.tsv
HOXA1	results/evidence/TP53/transcriptomics/DEGs.tsv
TRIM45	results/evidence/TP53/transcriptomics/DEGs.tsv
CENPK	results/evidence/TP53/transcriptomics/DEGs.tsv
APOM	results/evidence/TP53/transcriptomics/DEGs.tsv
HPRT1	results/evidence/TP53/transcriptomics/DEGs.tsv
AC123595.2	results/evidence/TP53/transcriptomics/DEGs.tsv
AC090114.2	results/evidence/TP53/transcriptomics/DEGs.tsv
MDM2	results/evidence/TP53/transcriptomics/DEGs.tsv
VGF	results/evidence/TP53/transcriptomics/DEGs.tsv
FAM220A	results/evidence/TP53/transcriptomics/DEGs.tsv
NT5DC4	results/evidence/TP53/transcriptomics/DEGs.tsv
ABHD14A	results/evidence/TP53/transcriptomics/DEGs.tsv
TMEM163	results/evidence/TP53/transcriptomics/DEGs.tsv
ADAMTS7P3	results/evidence/TP53/transcriptomics/DEGs.tsv
DCP1B	results/evidence/TP53/transcriptomics/DEGs.tsv
E2F3	results/evidence/TP53/transcriptomics/DEGs.tsv
POFUT1	results/evidence/TP53/transcriptomics/DEGs.tsv
SPIN4	results/evidence/TP53/transcriptomics/DEGs.tsv
SAT2	results/evidence/TP53/transcriptomics/DEGs.tsv
CT75	results/evidence/TP53/transcriptomics/DEGs.tsv
SLC7A8	results/evidence/TP53/transcriptomics/DEGs.tsv
CYBRD1	results/evidence/TP53/transcriptomics/DEGs.tsv
AC097358.2	results/evidence/TP53/transcriptomics/DEGs.tsv
INSYN1	results/evidence/TP53/transcriptomics/DEGs.tsv
SENP5	results/evidence/TP53/transcriptomics/DEGs.tsv
TRIM36	results/evidence/TP53/transcriptomics/DEGs.tsv
AL133243.2	results/evidence/TP53/transcriptomics/DEGs.tsv
LAIR2	results/evidence/TP53/transcriptomics/DEGs.tsv
LRIF1	results/evidence/TP53/transcriptomics/DEGs.tsv
ZW10	results/evidence/TP53/transcriptomics/DEGs.tsv
RSRC1	results/evidence/TP53/transcriptomics/DEGs.tsv
HMGB2	results/evidence/TP53/transcriptomics/DEGs.tsv
C4orf54	results/evidence/TP53/transcriptomics/DEGs.tsv
NDFIP1	results/evidence/TP53/transcriptomics/DEGs.tsv
RAP1GAP	results/evidence/TP53/transcriptomics/DEGs.tsv
RANBP1	results/evidence/TP53/transcriptomics/DEGs.tsv
LRRC40	results/evidence/TP53/transcriptomics/DEGs.tsv
XPO5	results/evidence/TP53/transcriptomics/DEGs.tsv
TOB1	results/evidence/TP53/transcriptomics/DEGs.tsv
AC011294.1	results/evidence/TP53/transcriptomics/DEGs.tsv
ZNF667-AS1	results/evidence/TP53/transcriptomics/DEGs.tsv
LMNB2	results/evidence/TP53/transcriptomics/DEGs.tsv
DTYMK	results/evidence/TP53/transcriptomics/DEGs.tsv
PARP2	results/evidence/TP53/transcriptomics/DEGs.tsv
DCUN1D5	results/evidence/TP53/transcriptomics/DEGs.tsv
NUP85	results/evidence/TP53/transcriptomics/DEGs.tsv
KIF20B	results/evidence/TP53/transcriptomics/DEGs.tsv
CD300LG	results/evidence/TP53/transcriptomics/DEGs.tsv
CEP72	results/evidence/TP53/transcriptomics/DEGs.tsv
RAC3	results/evidence/TP53/transcriptomics/DEGs.tsv
AC015712.6	results/evidence/TP53/transcriptomics/DEGs.tsv
DUSP16	results/evidence/TP53/transcriptomics/DEGs.tsv
LINC01511	results/evidence/TP53/transcriptomics/DEGs.tsv
ZNF571-AS1	results/evidence/TP53/transcriptomics/DEGs.tsv
RAD51	results/evidence/TP53/transcriptomics/DEGs.tsv
HASPIN	results/evidence/TP53/transcriptomics/DEGs.tsv
RS1	results/evidence/TP53/transcriptomics/DEGs.tsv
LSG1	results/evidence/TP53/transcriptomics/DEGs.tsv
ATAD2	results/evidence/TP53/transcriptomics/DEGs.tsv
SCNN1B	results/evidence/TP53/transcriptomics/DEGs.tsv
DIAPH3	results/evidence/TP53/transcriptomics/DEGs.tsv
PRSS2	results/evidence/TP53/transcriptomics/DEGs.tsv
ARHGEF2-AS1	results/evidence/TP53/transcriptomics/DEGs.tsv
SPRY4	results/evidence/TP53/transcriptomics/DEGs.tsv
TENT4A	results/evidence/TP53/transcriptomics/DEGs.tsv
UCA1	results/evidence/TP53/transcriptomics/DEGs.tsv
ALDH2	results/evidence/TP53/transcriptomics/DEGs.tsv
VRK1	results/evidence/TP53/transcriptomics/DEGs.tsv
AP000974.1	results/evidence/TP53/transcriptomics/DEGs.tsv
SUCLG2	results/evidence/TP53/transcriptomics/DEGs.tsv
WDR76	results/evidence/TP53/transcriptomics/DEGs.tsv
PTPRB	results/evidence/TP53/transcriptomics/DEGs.tsv
TRIM35	results/evidence/TP53/transcriptomics/DEGs.tsv
FOLR1	results/evidence/TP53/transcriptomics/DEGs.tsv
DEK	results/evidence/TP53/transcriptomics/DEGs.tsv
GREB1L	results/evidence/TP53/transcriptomics/DEGs.tsv
KLHL7	results/evidence/TP53/transcriptomics/DEGs.tsv
NFIX	results/evidence/TP53/transcriptomics/DEGs.tsv
ST18	results/evidence/TP53/transcriptomics/DEGs.tsv
LILRA2	results/evidence/TP53/transcriptomics/DEGs.tsv
AP003498.2	results/evidence/TP53/transcriptomics/DEGs.tsv
ALYREF	results/evidence/TP53/transcriptomics/DEGs.tsv
ACADS	results/evidence/TP53/transcriptomics/DEGs.tsv
CDC25A	results/evidence/TP53/transcriptomics/DEGs.tsv
TREH	results/evidence/TP53/transcriptomics/DEGs.tsv
HLTF	results/evidence/TP53/transcriptomics/DEGs.tsv
SLC22A31	results/evidence/TP53/transcriptomics/DEGs.tsv
GPR156	results/evidence/TP53/transcriptomics/DEGs.tsv
CLCN3P1	results/evidence/TP53/transcriptomics/DEGs.tsv
TTC38	results/evidence/TP53/transcriptomics/DEGs.tsv
CASTOR3	results/evidence/TP53/transcriptomics/DEGs.tsv
FAM72D	results/evidence/TP53/transcriptomics/DEGs.tsv
AURKB	results/evidence/TP53/transcriptomics/DEGs.tsv
ABCA3	results/evidence/TP53/transcriptomics/DEGs.tsv
ELANE	results/evidence/TP53/transcriptomics/DEGs.tsv
GRIN2A	results/evidence/TP53/transcriptomics/DEGs.tsv
DUSP22	results/evidence/TP53/transcriptomics/DEGs.tsv
CDK5R2	results/evidence/TP53/transcriptomics/DEGs.tsv
PURB	results/evidence/TP53/transcriptomics/DEGs.tsv
SYCP2	results/evidence/TP53/transcriptomics/DEGs.tsv
STING1	results/evidence/TP53/transcriptomics/DEGs.tsv
IGF2BP3	results/evidence/TP53/transcriptomics/DEGs.tsv
ZNF736	results/evidence/TP53/transcriptomics/DEGs.tsv
METTL7A	results/evidence/TP53/transcriptomics/DEGs.tsv
ANKLE1	results/evidence/TP53/transcriptomics/DEGs.tsv
PLK1	results/evidence/TP53/transcriptomics/DEGs.tsv
FANCA	results/evidence/TP53/transcriptomics/DEGs.tsv
AJAP1	results/evidence/TP53/transcriptomics/DEGs.tsv
MYLK-AS1	results/evidence/TP53/transcriptomics/DEGs.tsv
SEC22A	results/evidence/TP53/transcriptomics/DEGs.tsv
DVL3	results/evidence/TP53/transcriptomics/DEGs.tsv
ICE1	results/evidence/TP53/transcriptomics/DEGs.tsv
CMA1	results/evidence/TP53/transcriptomics/DEGs.tsv
MRGBP	results/evidence/TP53/transcriptomics/DEGs.tsv
CMSS1	results/evidence/TP53/transcriptomics/DEGs.tsv
EPHX1	results/evidence/TP53/transcriptomics/DEGs.tsv
CST6	results/evidence/TP53/transcriptomics/DEGs.tsv
DDX11-AS1	results/evidence/TP53/transcriptomics/DEGs.tsv
DDX20	results/evidence/TP53/transcriptomics/DEGs.tsv
ACBD7	results/evidence/TP53/transcriptomics/DEGs.tsv
E2F8	results/evidence/TP53/transcriptomics/DEGs.tsv
FAM171B	results/evidence/TP53/transcriptomics/DEGs.tsv
CENPN	results/evidence/TP53/transcriptomics/DEGs.tsv
STXBP5L	results/evidence/TP53/transcriptomics/DEGs.tsv
ACRV1	results/evidence/TP53/transcriptomics/DEGs.tsv
AC084864.1	results/evidence/TP53/transcriptomics/DEGs.tsv
AC021016.1	results/evidence/TP53/transcriptomics/DEGs.tsv
TARS1	results/evidence/TP53/transcriptomics/DEGs.tsv
MOV10	results/evidence/TP53/transcriptomics/DEGs.tsv
AC007639.1	results/evidence/TP53/transcriptomics/DEGs.tsv
PMS2P1	results/evidence/TP53/transcriptomics/DEGs.tsv
GSS	results/evidence/TP53/transcriptomics/DEGs.tsv
ANKRD29	results/evidence/TP53/transcriptomics/DEGs.tsv
AL008729.2	results/evidence/TP53/transcriptomics/DEGs.tsv
DDRGK1	results/evidence/TP53/transcriptomics/DEGs.tsv
BLM	results/evidence/TP53/transcriptomics/DEGs.tsv
PART1	results/evidence/TP53/transcriptomics/DEGs.tsv
PLEKHA8	results/evidence/TP53/transcriptomics/DEGs.tsv
SMC6	results/evidence/TP53/transcriptomics/DEGs.tsv
GINS2	results/evidence/TP53/transcriptomics/DEGs.tsv
LINC02122	results/evidence/TP53/transcriptomics/DEGs.tsv
AC103718.1	results/evidence/TP53/transcriptomics/DEGs.tsv
FNDC3A	results/evidence/TP53/transcriptomics/DEGs.tsv
AL359504.1	results/evidence/TP53/transcriptomics/DEGs.tsv
FAF1	results/evidence/TP53/transcriptomics/DEGs.tsv
TXNDC15	results/evidence/TP53/transcriptomics/DEGs.tsv
MUC22	results/evidence/TP53/transcriptomics/DEGs.tsv
C17orf58	results/evidence/TP53/transcriptomics/DEGs.tsv
AL358472.3	results/evidence/TP53/transcriptomics/DEGs.tsv
PER1	results/evidence/TP53/transcriptomics/DEGs.tsv
NRM	results/evidence/TP53/transcriptomics/DEGs.tsv
ARHGEF2	results/evidence/TP53/transcriptomics/DEGs.tsv
SLC5A9	results/evidence/TP53/transcriptomics/DEGs.tsv
VGLL1	results/evidence/TP53/transcriptomics/DEGs.tsv
COA7	results/evidence/TP53/transcriptomics/DEGs.tsv
CYP2C9	results/evidence/TP53/transcriptomics/DEGs.tsv
ISM2	results/evidence/TP53/transcriptomics/DEGs.tsv
TENM1	results/evidence/TP53/transcriptomics/DEGs.tsv
AL133477.1	results/evidence/TP53/transcriptomics/DEGs.tsv
TFAP2A-AS2	results/evidence/TP53/transcriptomics/DEGs.tsv
UNC5B-AS1	results/evidence/TP53/transcriptomics/DEGs.tsv
CELF2	results/evidence/TP53/transcriptomics/DEGs.tsv
LETMD1	results/evidence/TP53/transcriptomics/DEGs.tsv
SPDL1	results/evidence/TP53/transcriptomics/DEGs.tsv
ENTPD3	results/evidence/TP53/transcriptomics/DEGs.tsv
POU3F2	results/evidence/TP53/transcriptomics/DEGs.tsv
TTYH1	results/evidence/TP53/transcriptomics/DEGs.tsv
AC138409.2	results/evidence/TP53/transcriptomics/DEGs.tsv
LARGE1	results/evidence/TP53/transcriptomics/DEGs.tsv
SYDE2	results/evidence/TP53/transcriptomics/DEGs.tsv
PSMC2	results/evidence/TP53/transcriptomics/DEGs.tsv
CLDN5	results/evidence/TP53/transcriptomics/DEGs.tsv
WFDC12	results/evidence/TP53/transcriptomics/DEGs.tsv
KCNE4	results/evidence/TP53/transcriptomics/DEGs.tsv
CTSG	results/evidence/TP53/transcriptomics/DEGs.tsv
PICSAR	results/evidence/TP53/transcriptomics/DEGs.tsv
SPATS2L	results/evidence/TP53/transcriptomics/DEGs.tsv
ERO1B	results/evidence/TP53/transcriptomics/DEGs.tsv
REEP5	results/evidence/TP53/transcriptomics/DEGs.tsv
EGFR	results/evidence/TP53/transcriptomics/DEGs.tsv
CSF3R	results/evidence/TP53/transcriptomics/DEGs.tsv
C7orf61	results/evidence/TP53/transcriptomics/DEGs.tsv
RN7SL832P	results/evidence/TP53/transcriptomics/DEGs.tsv
RPA3	results/evidence/TP53/transcriptomics/DEGs.tsv
EIF4BP7	results/evidence/TP53/transcriptomics/DEGs.tsv
RHEB	results/evidence/TP53/transcriptomics/DEGs.tsv
AL590226.1	results/evidence/TP53/transcriptomics/DEGs.tsv
ABCA8	results/evidence/TP53/transcriptomics/DEGs.tsv
TNNC2	results/evidence/TP53/transcriptomics/DEGs.tsv
AL137060.3	results/evidence/TP53/transcriptomics/DEGs.tsv
TSC22D1	results/evidence/TP53/transcriptomics/DEGs.tsv
PRKAB1	results/evidence/TP53/transcriptomics/DEGs.tsv
